data,timeStamp
14.5,10/7/2021 2:06:39
14.3,10/7/2021 2:06:42
13.9,10/7/2021 2:06:44
13.91,10/7/2021 2:06:45
14,10/7/2021 2:06:47
13.1,10/7/2021 2:06:52
14,10/7/2021 2:06:56
15.04,10/7/2021 2:06:58
13.7,10/7/2021 2:07:01
13.7,10/7/2021 2:07:01
14.5,10/7/2021 2:07:03
13.6,10/7/2021 2:07:05
14.13,10/7/2021 2:07:09
13.6,10/7/2021 2:07:10
14.6,10/7/2021 2:07:16
14.92,10/7/2021 2:07:16
12.7,10/7/2021 2:07:18
15.76,10/7/2021 2:07:22
13.7,10/7/2021 2:07:24
12.8,10/7/2021 2:07:25
14.3,10/7/2021 2:07:25
15.06,10/7/2021 2:07:29
13.6,10/7/2021 2:07:30
14.72,10/7/2021 2:07:36
14,10/7/2021 2:07:38
13.6,10/7/2021 2:07:39
14.1,10/7/2021 2:07:44
13.6,10/7/2021 2:07:46
14,10/7/2021 2:07:46
14.2,10/7/2021 2:07:53
14,10/7/2021 2:07:58
14.03,10/7/2021 2:07:58
12.9,10/7/2021 2:08:05
14.1,10/7/2021 2:08:05
13.7,10/7/2021 2:08:07
13.25,10/7/2021 2:08:07
13.5,10/7/2021 2:08:08
13.3,10/7/2021 2:08:12
15.39,10/7/2021 2:08:14
14.23,10/7/2021 2:08:20
14.3,10/7/2021 2:08:21
13.5,10/7/2021 2:08:27
15.86,10/7/2021 2:08:27
13.7,10/7/2021 2:08:27
13.1,10/7/2021 2:08:28
13.4,10/7/2021 2:08:29
13.01,10/7/2021 2:08:33
13.8,10/7/2021 2:08:35
13.9,10/7/2021 2:08:42
14.46,10/7/2021 2:08:42
13.3,10/7/2021 2:08:47
13.8,10/7/2021 2:08:49
13.8,10/7/2021 2:08:49
13.5,10/7/2021 2:08:49
13.4,10/7/2021 2:08:49
13.9,10/7/2021 2:08:55
14.68,10/7/2021 2:08:56
15.21,10/7/2021 2:09:03
13.7,10/7/2021 2:09:04
13.2,10/7/2021 2:09:07
13.5,10/7/2021 2:09:09
15.23,10/7/2021 2:09:11
13.9,10/7/2021 2:09:11
13.8,10/7/2021 2:09:12
13.7,10/7/2021 2:09:18
14.93,10/7/2021 2:09:18
13.9,10/7/2021 2:09:23
11.73,10/7/2021 2:09:23
13.92,10/7/2021 2:09:25
13.3,10/7/2021 2:09:26
14.2,10/7/2021 2:09:32
13.1,10/7/2021 2:09:32
13.8,10/7/2021 2:09:35
13.9,10/7/2021 2:09:37
13.34,10/7/2021 2:09:40
13.5,10/7/2021 2:09:45
14.4,10/7/2021 2:09:46
12.72,10/7/2021 2:09:47
13.4,10/7/2021 2:09:52
13.5,10/7/2021 2:09:54
13.4,10/7/2021 2:09:58
13.5,10/7/2021 2:10:00
13.4,10/7/2021 2:10:05
14,10/7/2021 2:10:06
14.3,10/7/2021 2:10:14
14.23,10/7/2021 2:10:17
14.3,10/7/2021 2:10:20
14.1,10/7/2021 2:10:21
14.64,10/7/2021 2:10:23
13.4,10/7/2021 2:10:23
13.4,10/7/2021 2:10:25
13.7,10/7/2021 2:10:29
15.31,10/7/2021 2:10:33
13.7,10/7/2021 2:10:34
14.93,10/7/2021 2:10:40
13.3,10/7/2021 2:10:43
14.3,10/7/2021 2:10:43
15.64,10/7/2021 2:10:46
12.3,10/7/2021 2:10:46
13.7,10/7/2021 2:10:47
14.4,10/7/2021 2:10:48
15.49,10/7/2021 2:10:52
13.7,10/7/2021 2:10:57
15.82,10/7/2021 2:11:02
13.4,10/7/2021 2:11:03
13.5,10/7/2021 2:11:05
13.8,10/7/2021 2:11:07
15.21,10/7/2021 2:11:09
13.4,10/7/2021 2:11:10
13.8,10/7/2021 2:11:11
14.63,10/7/2021 2:11:15
14,10/7/2021 2:11:17
15.29,10/7/2021 2:11:22
13.7,10/7/2021 2:11:25
13.8,10/7/2021 2:11:25
13.4,10/7/2021 2:11:27
14.1,10/7/2021 2:11:31
15.15,10/7/2021 2:11:31
13.6,10/7/2021 2:11:33
13.8,10/7/2021 2:11:39
13.7,10/7/2021 2:11:45
13.92,10/7/2021 2:11:45
13.2,10/7/2021 2:11:45
14.3,10/7/2021 2:11:49
15.52,10/7/2021 2:11:51
13.7,10/7/2021 2:11:53
13.4,10/7/2021 2:11:56
13.8,10/7/2021 2:11:59
14.04,10/7/2021 2:12:01
13.4,10/7/2021 2:12:04
13.3,10/7/2021 2:12:07
14.64,10/7/2021 2:12:07
13.9,10/7/2021 2:12:13
15.9,10/7/2021 2:12:13
13.6,10/7/2021 2:12:17
14.9,10/7/2021 2:12:18
15.63,10/7/2021 2:12:19
13,10/7/2021 2:12:22
14.4,10/7/2021 2:12:25
13.5,10/7/2021 2:12:26
13.4,10/7/2021 2:12:27
15.52,10/7/2021 2:12:32
14.5,10/7/2021 2:12:36
13.4,10/7/2021 2:12:39
14.15,10/7/2021 2:12:41
14,10/7/2021 2:12:41
14.4,10/7/2021 2:12:42
15.88,10/7/2021 2:12:48
13.2,10/7/2021 2:12:50
12.7,10/7/2021 2:12:54
13.88,10/7/2021 2:12:55
14.2,10/7/2021 2:12:56
14.5,10/7/2021 2:13:00
13.4,10/7/2021 2:13:00
14.2,10/7/2021 2:13:01
13.4,10/7/2021 2:13:04
13.77,10/7/2021 2:13:07
13.9,10/7/2021 2:13:10
14,10/7/2021 2:13:14
13.3,10/7/2021 2:13:14
13.9,10/7/2021 2:13:18
15.56,10/7/2021 2:13:20
13.5,10/7/2021 2:13:22
13.5,10/7/2021 2:13:24
14.5,10/7/2021 2:13:24
14.95,10/7/2021 2:13:30
13.9,10/7/2021 2:13:32
13.9,10/7/2021 2:13:34
13.64,10/7/2021 2:13:36
13.8,10/7/2021 2:13:38
13.9,10/7/2021 2:13:44
15.27,10/7/2021 2:13:45
13.5,10/7/2021 2:13:47
13.8,10/7/2021 2:13:47
13.7,10/7/2021 2:13:52
13.91,10/7/2021 2:13:53
14.5,10/7/2021 2:13:56
12.56,10/7/2021 2:13:59
14.3,10/7/2021 2:14:01
14.87,10/7/2021 2:14:05
13.7,10/7/2021 2:14:07
14,10/7/2021 2:14:08
14.1,10/7/2021 2:14:11
14.8,10/7/2021 2:14:14
13.2,10/7/2021 2:14:15
13.8,10/7/2021 2:14:18
13.9,10/7/2021 2:14:21
15.25,10/7/2021 2:14:21
14.72,10/7/2021 2:14:28
13.7,10/7/2021 2:14:29
13,10/7/2021 2:14:31
14.98,10/7/2021 2:14:33
13.5,10/7/2021 2:14:35
16.3,10/7/2021 2:14:35
13,10/7/2021 2:14:39
14.66,10/7/2021 2:14:40
14.4,10/7/2021 2:14:43
13.44,10/7/2021 2:14:48
13.8,10/7/2021 2:14:49
13.4,10/7/2021 2:14:51
14.94,10/7/2021 2:14:54
13.3,10/7/2021 2:14:57
13.7,10/7/2021 2:14:58
14.1,10/7/2021 2:14:59
14.58,10/7/2021 2:15:01
13.2,10/7/2021 2:15:03
15.37,10/7/2021 2:15:08
13.4,10/7/2021 2:15:11
13.3,10/7/2021 2:15:12
14.34,10/7/2021 2:15:14
13.6,10/7/2021 2:15:17
13.8,10/7/2021 2:15:19
13.8,10/7/2021 2:15:20
14.4,10/7/2021 2:15:22
13,10/7/2021 2:15:26
15.1,10/7/2021 2:15:29
13.6,10/7/2021 2:15:32
13.3,10/7/2021 2:15:33
15.62,10/7/2021 2:15:35
13.3,10/7/2021 2:15:38
13.9,10/7/2021 2:15:40
15.72,10/7/2021 2:15:41
13.5,10/7/2021 2:15:41
14.1,10/7/2021 2:15:46
14.78,10/7/2021 2:15:47
13.7,10/7/2021 2:15:53
14,10/7/2021 2:15:54
14.34,10/7/2021 2:15:54
13.3,10/7/2021 2:15:57
13.5,10/7/2021 2:16:00
14.64,10/7/2021 2:16:02
14.1,10/7/2021 2:16:04
13.9,10/7/2021 2:16:09
13.37,10/7/2021 2:16:09
14.2,10/7/2021 2:16:14
13.3,10/7/2021 2:16:15
13.3,10/7/2021 2:16:15
13.83,10/7/2021 2:16:18
14.1,10/7/2021 2:16:23
13.9,10/7/2021 2:16:25
13.4,10/7/2021 2:16:27
14,10/7/2021 2:16:28
14.04,10/7/2021 2:16:35
13.9,10/7/2021 2:16:35
13,10/7/2021 2:16:36
14.4,10/7/2021 2:16:37
14,10/7/2021 2:16:43
15.74,10/7/2021 2:16:43
14.6,10/7/2021 2:16:51
15.14,10/7/2021 2:16:51
14.5,10/7/2021 2:16:51
13.2,10/7/2021 2:16:54
13.7,10/7/2021 2:16:57
15.7,10/7/2021 2:16:57
13.7,10/7/2021 2:16:57
14.66,10/7/2021 2:17:03
14,10/7/2021 2:17:05
15.2,10/7/2021 2:17:10
13.8,10/7/2021 2:17:12
14,10/7/2021 2:17:13
13.1,10/7/2021 2:17:16
13.5,10/7/2021 2:17:20
13.2,10/7/2021 2:17:21
13.8,10/7/2021 2:17:25
15.37,10/7/2021 2:17:28
13.2,10/7/2021 2:17:33
13.6,10/7/2021 2:17:34
14.21,10/7/2021 2:17:35
13.3,10/7/2021 2:17:35
13.9,10/7/2021 2:17:40
13.13,10/7/2021 2:17:44
13.4,10/7/2021 2:17:47
13.9,10/7/2021 2:17:48
15.35,10/7/2021 2:17:50
13.9,10/7/2021 2:17:53
14.85,10/7/2021 2:17:56
14.4,10/7/2021 2:17:56
14.4,10/7/2021 2:17:56
13.8,10/7/2021 2:18:02
15.49,10/7/2021 2:18:02
13.8,10/7/2021 2:18:08
13.9,10/7/2021 2:18:09
15.05,10/7/2021 2:18:14
13.3,10/7/2021 2:18:15
14.4,10/7/2021 2:18:16
14.5,10/7/2021 2:18:18
13.9,10/7/2021 2:18:22
14.09,10/7/2021 2:18:22
15.14,10/7/2021 2:18:28
14,10/7/2021 2:18:30
12.9,10/7/2021 2:18:32
13.6,10/7/2021 2:18:34
15.31,10/7/2021 2:18:35
14,10/7/2021 2:18:36
14.4,10/7/2021 2:18:38
15.41,10/7/2021 2:18:41
13.7,10/7/2021 2:18:44
15.05,10/7/2021 2:18:47
13.7,10/7/2021 2:18:50
14.38,10/7/2021 2:18:53
13.2,10/7/2021 2:18:54
13.8,10/7/2021 2:18:56
13.8,10/7/2021 2:18:57
13.7,10/7/2021 2:18:59
13.29,10/7/2021 2:19:00
13,10/7/2021 2:19:04
15.62,10/7/2021 2:19:06
14.42,10/7/2021 2:19:12
13.6,10/7/2021 2:19:13
13,10/7/2021 2:19:17
14,10/7/2021 2:19:18
13.5,10/7/2021 2:19:19
13.2,10/7/2021 2:19:20
14.11,10/7/2021 2:19:23
13.8,10/7/2021 2:19:27
14.52,10/7/2021 2:19:30
13.9,10/7/2021 2:19:33
15.8,10/7/2021 2:19:36
13.3,10/7/2021 2:19:36
13.7,10/7/2021 2:19:39
13.3,10/7/2021 2:19:41
12.7,10/7/2021 2:19:42
14.72,10/7/2021 2:19:44
13.3,10/7/2021 2:19:47
14.36,10/7/2021 2:19:51
13.6,10/7/2021 2:19:55
14.3,10/7/2021 2:19:55
15.33,10/7/2021 2:19:57
14,10/7/2021 2:19:58
14.1,10/7/2021 2:20:01
13.9,10/7/2021 2:20:06
13.8,10/7/2021 2:20:09
14.96,10/7/2021 2:20:09
13.9,10/7/2021 2:20:14
13.6,10/7/2021 2:20:15
14.89,10/7/2021 2:20:15
14.7,10/7/2021 2:20:19
14.76,10/7/2021 2:20:22
13.4,10/7/2021 2:20:24
13.74,10/7/2021 2:20:28
13.6,10/7/2021 2:20:29
13.5,10/7/2021 2:20:30
15.31,10/7/2021 2:20:34
13.5,10/7/2021 2:20:36
14,10/7/2021 2:20:38
13.6,10/7/2021 2:20:38
14.8,10/7/2021 2:20:43
14.78,10/7/2021 2:20:43
14.9,10/7/2021 2:20:49
13.5,10/7/2021 2:20:52
13.6,10/7/2021 2:20:52
15.56,10/7/2021 2:20:56
13.3,10/7/2021 2:20:57
13.6,10/7/2021 2:20:58
13.2,10/7/2021 2:20:59
15.54,10/7/2021 2:21:03
13.8,10/7/2021 2:21:06
15.46,10/7/2021 2:21:09
14.1,10/7/2021 2:21:12
13.4,10/7/2021 2:21:15
14.98,10/7/2021 2:21:16
13.4,10/7/2021 2:21:17
14.2,10/7/2021 2:21:18
14.58,10/7/2021 2:21:23
13.56,10/7/2021 2:21:30
15.67,10/7/2021 2:21:36
13.4,10/7/2021 2:21:38
13.4,10/7/2021 2:21:38
13.7,10/7/2021 2:21:39
15.25,10/7/2021 2:21:42
14.2,10/7/2021 2:21:50
13.79,10/7/2021 2:21:50
13.5,10/7/2021 2:21:55
14.29,10/7/2021 2:21:56
13.5,10/7/2021 2:21:56
13.9,10/7/2021 2:22:01
12.9,10/7/2021 2:22:02
15.33,10/7/2021 2:22:03
13.3,10/7/2021 2:22:04
13.5,10/7/2021 2:22:10
15.25,10/7/2021 2:22:14
13.5,10/7/2021 2:22:16
13.7,10/7/2021 2:22:18
14.43,10/7/2021 2:22:22
13.6,10/7/2021 2:22:22
13.5,10/7/2021 2:22:23
14,10/7/2021 2:22:24
14.52,10/7/2021 2:22:29
13.6,10/7/2021 2:22:32
15.33,10/7/2021 2:22:36
13.7,10/7/2021 2:22:36
14.2,10/7/2021 2:22:38
15.29,10/7/2021 2:22:45
14.1,10/7/2021 2:22:46
14.6,10/7/2021 2:22:47
13.9,10/7/2021 2:22:51
13.9,10/7/2021 2:22:52
14.34,10/7/2021 2:22:52
13.6,10/7/2021 2:22:54
14.44,10/7/2021 2:22:59
14.3,10/7/2021 2:23:01
14.9,10/7/2021 2:23:05
13.7,10/7/2021 2:23:06
13.8,10/7/2021 2:23:08
14.3,10/7/2021 2:23:13
15.56,10/7/2021 2:23:14
13.5,10/7/2021 2:23:15
12.9,10/7/2021 2:23:15
13.4,10/7/2021 2:23:21
15.29,10/7/2021 2:23:22
13.6,10/7/2021 2:23:29
14.78,10/7/2021 2:23:29
13.5,10/7/2021 2:23:33
13.8,10/7/2021 2:23:35
15.35,10/7/2021 2:23:35
13.6,10/7/2021 2:23:35
13.4,10/7/2021 2:23:39
15.16,10/7/2021 2:23:42
14.4,10/7/2021 2:23:43
13.6,10/7/2021 2:23:49
15.7,10/7/2021 2:23:51
13.2,10/7/2021 2:23:54
13.1,10/7/2021 2:23:55
14.4,10/7/2021 2:23:57
14.36,10/7/2021 2:23:59
13.8,10/7/2021 2:24:02
14.4,10/7/2021 2:24:03
14.15,10/7/2021 2:24:05
13.7,10/7/2021 2:24:12
14,10/7/2021 2:24:13
14,10/7/2021 2:24:16
13.6,10/7/2021 2:24:17
14.62,10/7/2021 2:24:18
13.4,10/7/2021 2:24:24
14.17,10/7/2021 2:24:25
13.7,10/7/2021 2:24:26
15.11,10/7/2021 2:24:31
14,10/7/2021 2:24:31
14.1,10/7/2021 2:24:32
14.2,10/7/2021 2:24:37
15.74,10/7/2021 2:24:38
14,10/7/2021 2:24:40
13.68,10/7/2021 2:24:45
13.8,10/7/2021 2:24:46
13.7,10/7/2021 2:24:50
14.13,10/7/2021 2:24:51
13.3,10/7/2021 2:24:51
13.3,10/7/2021 2:24:54
14.13,10/7/2021 2:24:57
13.6,10/7/2021 2:25:00
14,10/7/2021 2:25:01
13.69,10/7/2021 2:25:04
13,10/7/2021 2:25:09
13.8,10/7/2021 2:25:12
14.78,10/7/2021 2:25:13
13.6,10/7/2021 2:25:14
13.8,10/7/2021 2:25:18
15.58,10/7/2021 2:25:20
14.2,10/7/2021 2:25:25
14.7,10/7/2021 2:25:27
14.09,10/7/2021 2:25:27
14.2,10/7/2021 2:25:32
15.23,10/7/2021 2:25:34
14.2,10/7/2021 2:25:36
14,10/7/2021 2:25:41
14.83,10/7/2021 2:25:41
13.6,10/7/2021 2:25:41
13.1,10/7/2021 2:25:46
13.6,10/7/2021 2:25:47
15.82,10/7/2021 2:25:49
11.59,10/7/2021 2:25:54
13.7,10/7/2021 2:25:55
14.09,10/7/2021 2:25:58
14.2,10/7/2021 2:25:58
13.4,10/7/2021 2:26:01
13.9,10/7/2021 2:26:01
13.7,10/7/2021 2:26:09
13.2,10/7/2021 2:26:10
14,10/7/2021 2:26:16
13.2,10/7/2021 2:26:20
13.9,10/7/2021 2:26:24
13.4,10/7/2021 2:26:28
13.5,10/7/2021 2:26:30
14.6,10/7/2021 2:26:32
13.7,10/7/2021 2:26:38
13.5,10/7/2021 2:26:40
13.5,10/7/2021 2:26:44
15.42,10/7/2021 2:26:45
13,10/7/2021 2:26:51
14.07,10/7/2021 2:26:52
13.4,10/7/2021 2:26:54
14.2,10/7/2021 2:26:58
15.64,10/7/2021 2:26:58
12.4,10/7/2021 2:26:58
13.89,10/7/2021 2:27:04
13.5,10/7/2021 2:27:05
13.8,10/7/2021 2:27:07
14.76,10/7/2021 2:27:11
13.9,10/7/2021 2:27:12
13.6,10/7/2021 2:27:13
13.1,10/7/2021 2:27:16
14.3,10/7/2021 2:27:21
14,10/7/2021 2:27:27
13.7,10/7/2021 2:27:27
14.95,10/7/2021 2:27:29
13.6,10/7/2021 2:27:35
14.01,10/7/2021 2:27:35
14.4,10/7/2021 2:27:35
13.6,10/7/2021 2:27:36
14.3,10/7/2021 2:27:40
15.2,10/7/2021 2:27:42
15.11,10/7/2021 2:27:48
13.6,10/7/2021 2:27:49
14.1,10/7/2021 2:27:51
13.5,10/7/2021 2:27:54
14.42,10/7/2021 2:27:55
12.5,10/7/2021 2:27:55
13.8,10/7/2021 2:28:00
14.72,10/7/2021 2:28:01
13.8,10/7/2021 2:28:03
14,10/7/2021 2:28:09
15.84,10/7/2021 2:28:09
14,10/7/2021 2:28:15
15.12,10/7/2021 2:28:16
14.7,10/7/2021 2:28:16
13.8,10/7/2021 2:28:22
14.25,10/7/2021 2:28:23
14.1,10/7/2021 2:28:25
14.3,10/7/2021 2:28:30
14.4,10/7/2021 2:28:31
14.1,10/7/2021 2:28:33
13.8,10/7/2021 2:28:39
13.7,10/7/2021 2:28:39
13.73,10/7/2021 2:28:41
14.1,10/7/2021 2:28:45
14.41,10/7/2021 2:28:47
13.8,10/7/2021 2:28:47
13.6,10/7/2021 2:28:52
14.3,10/7/2021 2:28:53
14.3,10/7/2021 2:28:59
13.3,10/7/2021 2:29:00
14.72,10/7/2021 2:29:01
13.2,10/7/2021 2:29:07
15.11,10/7/2021 2:29:08
13.4,10/7/2021 2:29:08
13.6,10/7/2021 2:29:13
13.3,10/7/2021 2:29:13
15.21,10/7/2021 2:29:14
15.49,10/7/2021 2:29:20
13.1,10/7/2021 2:29:22
13.8,10/7/2021 2:29:27
14.68,10/7/2021 2:29:27
13.6,10/7/2021 2:29:28
13.1,10/7/2021 2:29:31
14.9,10/7/2021 2:29:33
13.3,10/7/2021 2:29:33
14.5,10/7/2021 2:29:36
15.31,10/7/2021 2:29:39
14,10/7/2021 2:29:42
15.02,10/7/2021 2:29:48
14.1,10/7/2021 2:29:50
13.2,10/7/2021 2:29:50
13.6,10/7/2021 2:29:52
14.1,10/7/2021 2:29:53
15.5,10/7/2021 2:29:55
13.1,10/7/2021 2:29:56
15.64,10/7/2021 2:30:02
13.2,10/7/2021 2:30:04
15.49,10/7/2021 2:30:09
13.4,10/7/2021 2:30:09
14.5,10/7/2021 2:30:11
12.9,10/7/2021 2:30:15
14,10/7/2021 2:30:15
14.83,10/7/2021 2:30:16
13.5,10/7/2021 2:30:18
14.72,10/7/2021 2:30:22
13.3,10/7/2021 2:30:24
14.31,10/7/2021 2:30:29
13.8,10/7/2021 2:30:31
13.2,10/7/2021 2:30:33
14.86,10/7/2021 2:30:36
13.7,10/7/2021 2:30:38
13.9,10/7/2021 2:30:38
13.5,10/7/2021 2:30:39
15.27,10/7/2021 2:30:43
13.1,10/7/2021 2:30:47
13.4,10/7/2021 2:30:51
13.3,10/7/2021 2:30:53
14,10/7/2021 2:31:01
15.76,10/7/2021 2:31:01
13.9,10/7/2021 2:31:01
14.3,10/7/2021 2:31:04
13.3,10/7/2021 2:31:06
15.12,10/7/2021 2:31:08
13.5,10/7/2021 2:31:10
13.72,10/7/2021 2:31:14
13.7,10/7/2021 2:31:15
14.76,10/7/2021 2:31:20
13.5,10/7/2021 2:31:21
13.7,10/7/2021 2:31:22
14.5,10/7/2021 2:31:27
13.9,10/7/2021 2:31:27
13.7,10/7/2021 2:31:29
13.2,10/7/2021 2:31:31
15.63,10/7/2021 2:31:33
13.6,10/7/2021 2:31:35
13.54,10/7/2021 2:31:39
13.9,10/7/2021 2:31:43
13.3,10/7/2021 2:31:44
15.08,10/7/2021 2:31:46
13.5,10/7/2021 2:31:50
13.2,10/7/2021 2:31:50
13.7,10/7/2021 2:31:50
13.2,10/7/2021 2:31:57
14.91,10/7/2021 2:32:00
13.9,10/7/2021 2:32:03
13.7,10/7/2021 2:32:06
15.09,10/7/2021 2:32:08
13.2,10/7/2021 2:32:10
13.5,10/7/2021 2:32:11
15.1,10/7/2021 2:32:12
13.9,10/7/2021 2:32:14
13.5,10/7/2021 2:32:18
13.48,10/7/2021 2:32:20
13.9,10/7/2021 2:32:26
15.82,10/7/2021 2:32:27
13.8,10/7/2021 2:32:29
13.9,10/7/2021 2:32:29
12.8,10/7/2021 2:32:32
13.6,10/7/2021 2:32:34
15.67,10/7/2021 2:32:38
13.7,10/7/2021 2:32:40
14.74,10/7/2021 2:32:44
13.5,10/7/2021 2:32:45
13.8,10/7/2021 2:32:48
15.25,10/7/2021 2:32:51
13.4,10/7/2021 2:32:54
13.3,10/7/2021 2:32:55
13.9,10/7/2021 2:32:56
14.59,10/7/2021 2:32:57
13.2,10/7/2021 2:32:59
14.38,10/7/2021 2:33:05
13.6,10/7/2021 2:33:06
13.5,10/7/2021 2:33:08
14.59,10/7/2021 2:33:13
13.2,10/7/2021 2:33:14
15.39,10/7/2021 2:33:19
13.7,10/7/2021 2:33:19
13.9,10/7/2021 2:33:22
13.8,10/7/2021 2:33:22
14.1,10/7/2021 2:33:24
15.6,10/7/2021 2:33:26
13.4,10/7/2021 2:33:28
15.08,10/7/2021 2:33:33
13.4,10/7/2021 2:33:36
14.87,10/7/2021 2:33:40
13,10/7/2021 2:33:42
12.9,10/7/2021 2:33:42
13.8,10/7/2021 2:33:44
13.3,10/7/2021 2:33:44
14.74,10/7/2021 2:33:46
13.9,10/7/2021 2:33:50
15.68,10/7/2021 2:33:53
13.3,10/7/2021 2:33:56
14.46,10/7/2021 2:34:01
13.6,10/7/2021 2:34:04
13,10/7/2021 2:34:04
13.7,10/7/2021 2:34:04
13.8,10/7/2021 2:34:05
15.14,10/7/2021 2:34:09
14.1,10/7/2021 2:34:10
15.11,10/7/2021 2:34:16
13.3,10/7/2021 2:34:19
15.54,10/7/2021 2:34:22
13.5,10/7/2021 2:34:24
13.2,10/7/2021 2:34:25
14.4,10/7/2021 2:34:26
13.6,10/7/2021 2:34:27
15.31,10/7/2021 2:34:31
14.4,10/7/2021 2:34:33
13.7,10/7/2021 2:34:38
15.96,10/7/2021 2:34:39
13.7,10/7/2021 2:34:44
14.84,10/7/2021 2:34:46
14.3,10/7/2021 2:34:46
13.5,10/7/2021 2:34:47
13,10/7/2021 2:34:52
13.8,10/7/2021 2:34:57
15.35,10/7/2021 2:34:58
13.7,10/7/2021 2:35:01
15.98,10/7/2021 2:35:05
14.2,10/7/2021 2:35:07
13.7,10/7/2021 2:35:07
14.2,10/7/2021 2:35:07
15.06,10/7/2021 2:35:11
13.6,10/7/2021 2:35:15
14.66,10/7/2021 2:35:19
13.2,10/7/2021 2:35:20
13.5,10/7/2021 2:35:21
14.4,10/7/2021 2:35:26
14.15,10/7/2021 2:35:28
13.1,10/7/2021 2:35:28
13.2,10/7/2021 2:35:29
14.46,10/7/2021 2:35:34
13.4,10/7/2021 2:35:35
14.15,10/7/2021 2:35:41
13.2,10/7/2021 2:35:43
13.3,10/7/2021 2:35:44
13.3,10/7/2021 2:35:46
14.21,10/7/2021 2:35:48
13.7,10/7/2021 2:35:49
13.9,10/7/2021 2:35:49
15.17,10/7/2021 2:35:55
14,10/7/2021 2:35:58
13.7,10/7/2021 2:36:04
13.36,10/7/2021 2:36:04
13.9,10/7/2021 2:36:05
13,10/7/2021 2:36:06
14.4,10/7/2021 2:36:09
13.3,10/7/2021 2:36:12
15.14,10/7/2021 2:36:12
13.5,10/7/2021 2:36:18
14.32,10/7/2021 2:36:18
13.4,10/7/2021 2:36:25
14,10/7/2021 2:36:26
15.78,10/7/2021 2:36:26
13.7,10/7/2021 2:36:31
13.7,10/7/2021 2:36:32
13.6,10/7/2021 2:36:32
12.86,10/7/2021 2:36:35
13.5,10/7/2021 2:36:40
15.5,10/7/2021 2:36:41
13.5,10/7/2021 2:36:46
13.5,10/7/2021 2:36:46
15.78,10/7/2021 2:36:47
14,10/7/2021 2:36:52
14.2,10/7/2021 2:36:54
13.48,10/7/2021 2:36:54
13.1,10/7/2021 2:36:55
13.7,10/7/2021 2:37:00
14.7,10/7/2021 2:37:01
13.5,10/7/2021 2:37:05
14.2,10/7/2021 2:37:09
13.66,10/7/2021 2:37:09
13.4,10/7/2021 2:37:14
14.64,10/7/2021 2:37:15
13.1,10/7/2021 2:37:17
13.1,10/7/2021 2:37:18
15.98,10/7/2021 2:37:22
13.7,10/7/2021 2:37:23
13.4,10/7/2021 2:37:23
13.6,10/7/2021 2:37:28
15.51,10/7/2021 2:37:29
15.56,10/7/2021 2:37:35
13.5,10/7/2021 2:37:37
16.3,10/7/2021 2:37:39
13.5,10/7/2021 2:37:40
14.13,10/7/2021 2:37:42
13.7,10/7/2021 2:37:43
13.8,10/7/2021 2:37:43
13.8,10/7/2021 2:37:51
14.59,10/7/2021 2:37:55
13.4,10/7/2021 2:37:57
15.66,10/7/2021 2:38:01
13.7,10/7/2021 2:38:02
13.4,10/7/2021 2:38:02
13.4,10/7/2021 2:38:02
13.5,10/7/2021 2:38:05
13.2,10/7/2021 2:38:11
15.37,10/7/2021 2:38:11
14.76,10/7/2021 2:38:17
14.1,10/7/2021 2:38:19
13.7,10/7/2021 2:38:22
14.6,10/7/2021 2:38:23
13.9,10/7/2021 2:38:23
14,10/7/2021 2:38:25
13.9,10/7/2021 2:38:28
13.4,10/7/2021 2:38:33
13.8,10/7/2021 2:38:40
13.5,10/7/2021 2:38:42
14.2,10/7/2021 2:38:45
13.9,10/7/2021 2:38:48
13.4,10/7/2021 2:38:51
13.5,10/7/2021 2:38:53
14.3,10/7/2021 2:39:01
13.3,10/7/2021 2:39:02
13.8,10/7/2021 2:39:06
13.3,10/7/2021 2:39:15
15.68,10/7/2021 2:39:20
13.2,10/7/2021 2:39:20
13.6,10/7/2021 2:39:27
15.61,10/7/2021 2:39:28
15.54,10/7/2021 2:39:34
13.9,10/7/2021 2:39:38
14.62,10/7/2021 2:39:40
13.9,10/7/2021 2:39:41
13.9,10/7/2021 2:39:46
13.5,10/7/2021 2:39:48
14.93,10/7/2021 2:39:53
15.05,10/7/2021 2:39:59
13.4,10/7/2021 2:39:59
14.78,10/7/2021 2:40:06
13.2,10/7/2021 2:40:07
13.4,10/7/2021 2:40:11
15.62,10/7/2021 2:40:12
14.2,10/7/2021 2:40:17
14.66,10/7/2021 2:40:19
13.64,10/7/2021 2:40:25
13.12,10/7/2021 2:40:31
13.5,10/7/2021 2:40:31
13.6,10/7/2021 2:40:32
13.5,10/7/2021 2:40:37
15.7,10/7/2021 2:40:38
13.8,10/7/2021 2:40:52
14,10/7/2021 2:40:53
13.5,10/7/2021 2:40:55
15.12,10/7/2021 2:40:59
15.17,10/7/2021 2:41:05
13.87,10/7/2021 2:41:11
13.1,10/7/2021 2:41:13
13.4,10/7/2021 2:41:15
13.8,10/7/2021 2:41:16
14.57,10/7/2021 2:41:17
14.91,10/7/2021 2:41:24
13.05,10/7/2021 2:41:31
14.2,10/7/2021 2:41:33
13.5,10/7/2021 2:41:37
14.88,10/7/2021 2:41:41
13.6,10/7/2021 2:41:44
